"","playerID","name","IP","ER","ERA","K","ebWAR","efWAR"
"1","clemero02","Roger Clemens",5440,1731,2.86,4718,143.68,138.71
"2","maddugr01","Greg Maddux",5653,1749,2.78,3407,112.42,119.53
"3","johnsra05","Randy Johnson",4724,1541,2.94,5034,109.08,107.55
"4","seaveto01","Tom Seaver",4587,1487,2.92,3679,104.81,91.39
"5","grovele01","Lefty Grove",3514,1102,2.82,2817,101.81,97.35
"6","blylebe01","Bert Blyleven",4881,1735,3.2,3741,98,101.73
"7","verlaju01","Justin Verlander",3887,1229,2.85,3112,96.34,91.58
"8","niekrph01","Phil Niekro",5079,1775,3.15,3388,94.68,77.94
"9","johnswa01","Walter Johnson",4789,1788,3.36,3925,92.9,92.67
"10","perryga01","Gaylord Perry",4979,1766,3.19,3391,90.23,94.97
"11","carltst01","Steve Carlton",4813,1629,3.05,4248,90.08,100.4
"12","spahnwa01","Warren Spahn",4906,1753,3.22,2840,88.93,70.68
"13","kershcl01","Clayton Kershaw",3298,903,2.46,2869,88.83,85.38
"14","greinza01","Zack Greinke",4081,1345,2.97,2788,88.4,78.16
"15","ryanno01","Nolan Ryan",5320,1923,3.25,6049,87.42,108.8
"16","martipe02","Pedro Martinez",3246,946,2.62,3053,87.12,81.12
"17","scherma01","Max Scherzer",3447,1073,2.8,3348,85.87,79.23
"18","mussimi01","Mike Mussina",4037,1448,3.23,2687,83.19,78.97
"19","schilcu01","Curt Schilling",3664,1221,3,3031,80.52,75.83
"20","glavito02","Tom Glavine",4920,1714,3.14,2518,79.78,68.26
"21","jenkife01","Fergie Jenkins",4200,1501,3.22,3108,78.92,76.81
"22","gibsobo01","Bob Gibson",3584,1195,3,2837,77.17,76.46
"23","roberro01","Robin Roberts",4437,1749,3.55,2479,76.76,68.39
"24","hallaro01","Roy Halladay",3196,1017,2.86,2089,76.51,66.84
"25","sabatc.01","CC Sabathia",4172,1476,3.18,2980,74.13,75.04
"26","suttodo01","Don Sutton",5073,1917,3.4,3590,73.38,83.34
"27","reuscri01","Rick Reuschel",3532,1232,3.14,2158,69.94,69.22
"28","alexape01","Pete Alexander",4358,1590,3.28,2481,69.7,78.6
"29","buehrma01","Mark Buehrle",3772,1325,3.16,1919,69.56,59.3
"30","hamelco01","Cole Hamels",3233,1048,2.92,2445,69.28,59.24
"31","smoltjo01","John Smoltz",3882,1274,2.95,3077,68.44,79.08
"32","brownke01","Kevin Brown",3665,1305,3.2,2359,66.08,72.93
"33","palmeji01","Jim Palmer",3684,1223,2.99,2239,65.5,53.14
"34","pettian01","Andy Pettitte",3755,1388,3.33,2283,65.29,67.14
"35","hudsoti01","Tim Hudson",3573,1215,3.06,2087,64.79,56.19
"36","johnto01","Tommy John",4586,1738,3.41,2386,63.45,76
"37","hernafe02","Félix Hernández",3237,1117,3.11,2420,62.48,64.52
"38","eckerde01","Dennis Eckersley",3349,1224,3.29,2574,62.26,64.91
"39","tiantlu01","Luis Tiant",3316,1217,3.3,2416,61.96,51.93
"40","youngcy01","Cy Young",4546,1826,3.62,2057,61.85,85.96
"41","saberbr01","Bret Saberhagen",2786,971,3.14,1747,60.83,57.73
"42","koosmje01","Jerry Koosman",3663,1347,3.31,2640,60.62,63.59
"43","coneda01","David Cone",3156,1135,3.24,2657,59.9,53.59
"44","maricju01","Juan Marichal",3213,1091,3.06,2037,59.84,52.35
"45","riverma01","Mariano Rivera",1700,443,2.35,1354,59.72,42.39
"46","drysddo01","Don Drysdale",3265,1147,3.16,2341,59.26,54.21
"47","stiebda01","Dave Stieb",2982,1059,3.2,1823,59.11,46.62
"48","lestejo01","Jon Lester",3472,1219,3.16,2439,58.81,56.68
"49","colonba01","Bartolo Colon",4009,1541,3.46,2410,58.27,58.14
"50","santajo02","Johan Santana",2212,657,2.67,1980,57.96,51.62
"51","oswalro01","Roy Oswalt",2623,821,2.82,1853,57.91,54.4
"52","tananfr01","Frank Tanana",3993,1590,3.58,2845,57.32,58.68
"53","finlech01","Chuck Finley",3560,1404,3.55,2575,56.97,56.58
"54","wainwad01","Adam Wainwright",3328,1130,3.06,2109,56.35,58
"55","martide01","Dennis Martinez",4174,1617,3.49,2295,55.86,51.92
"56","moyerja01","Jamie Moyer",4549,1881,3.72,2333,55.08,53.66
"57","wellsda01","David Wells",3859,1570,3.66,2111,54.83,58.57
"58","hubbeca01","Carl Hubbell",3278,1076,2.95,2168,54.36,51.41
"59","bunniji01","Jim Bunning",3554,1339,3.39,2593,53.82,59.77
"60","priceda01","David Price",2651,881,2.99,1991,53.12,50.88
"61","appieke01","Kevin Appier",2852,1096,3.46,1877,53.11,50.49
"62","salech01","Chris Sale",2120,642,2.73,2216,52.84,51.87
"63","langsma01","Mark Langston",3058,1239,3.65,2469,52.39,50.3
"64","rogerke01","Kenny Rogers",3748,1536,3.69,1910,51.9,44.53
"65","vazquja01","Javier Vazquez",2844,1023,3.24,2249,51.81,54.09
"66","lackejo01","John Lackey",3260,1180,3.26,2165,51.77,50.54
"67","leecl02","Cliff Lee",2515,848,3.03,1850,51.58,57.04
"68","bluevi01","Vida Blue",3159,1136,3.24,2243,51.2,51.21
"69","guidrro01","Ron Guidry",2414,858,3.2,1925,51.18,51.14
"70","cuetojo01","Johnny Cueto",2813,950,3.04,1773,50.98,42.61
"71","violafr01","Frank Viola",2906,1094,3.39,1873,50.92,44.64
"72","rogerst01","Steve Rogers",2737,905,2.98,1768,50.8,50.63
"73","hershor01","Orel Hershiser",3348,1256,3.38,1901,50.7,46.28
"74","degroja01","Jacob deGrom",1852,529,2.57,1697,50.32,46.86
"75","jacksla01","Larry Jackson",3170,1191,3.38,1645,50.23,49.27
"76","fellebo01","Bob Feller",3472,1324,3.43,3074,49.91,53.33
"77","koufasa01","Sandy Koufax",2234,735,2.96,2388,49.24,53.81
"78","keyji01","Jimmy Key",2716,1011,3.35,1488,49.22,46.38
"79","newhoha01","Hal Newhouser",2824,1023,3.26,2338,48.75,55.48
"80","fordwh01","Whitey Ford",3165,1053,2.99,1982,47.87,48.57
"81","zitoba01","Barry Zito",2932,1077,3.31,1872,47.58,40.71
"82","lyonste01","Ted Lyons",3560,1476,3.73,1456,47.41,42.17
"83","shielja02","James Shields",3130,1189,3.42,2133,47.27,44.94
"84","goodedw01","Dwight Gooden",2838,1072,3.4,2223,46.65,56.52
"85","radkebr01","Brad Radke",2745,1092,3.58,1313,46.56,38.28
"86","peavyja01","Jake Peavy",2754,985,3.22,2198,46.34,50.3
"87","morrija02","Jack Morris",4027,1661,3.71,2677,46.34,59.58
"88","klubeco01","Corey Kluber",2029,664,2.95,1639,46.21,45.25
"89","vanceda01","Dazzy Vance",2558,998,3.51,2667,45.83,60.57
"90","weaveje02","Jered Weaver",2409,848,3.17,1584,45.55,37.93
"91","harenda01","Dan Haren",2826,1005,3.2,1977,45.36,48.94
"92","wilheho01","Hoyt Wilhelm",2179,675,2.79,1601,45.32,20.98
"93","beckejo02","Josh Beckett",2304,818,3.2,1810,45.06,41.57
"94","woodwi01","Wilbur Wood",2361,853,3.25,1378,44.99,31.48
"95","zambrca01","Carlos Zambrano",2233,739,2.98,1610,44.89,35.74
"96","covelst01","Stan Coveleski",2340,849,3.27,1115,44.8,42.01
"97","houghch01","Charlie Hough",3927,1553,3.56,2513,44.71,31.67
"98","alexado01","Doyle Alexander",3411,1363,3.6,1786,44.69,40.16
"99","bumgama01","Madison Bumgarner",2807,992,3.18,1932,44.5,42.11
"100","piercbi02","Billy Pierce",3199,1184,3.33,2191,44.11,48.72
"101","colege01","Gerrit Cole",2271,760,3.01,1987,43.8,45.39
"102","welchbo01","Bob Welch",2851,1042,3.29,1951,43.42,39.68
"103","mathech01","Christy Mathewson",3004,1169,3.5,1696,43.41,49.82
"104","frienbo01","Bob Friend",3595,1451,3.63,1795,43.26,55.7
"105","lynnla01","Lance Lynn",2303,801,3.13,1650,43.2,38.97
"106","leiteal01","Al Leiter",2658,1022,3.46,1879,42.88,36.86
"107","sanchan01","Aníbal Sánchez",2586,983,3.42,1788,42.7,40.69
"108","lowede01","Derek Lowe",3020,1122,3.34,1717,42.66,44.74
"109","candito01","Tom Candiotti",2834,1111,3.53,1699,42.58,35.79
"110","lolicmi01","Mickey Lolich",3241,1292,3.59,2486,42.57,54.8
"111","reussje01","Jerry Reuss",3581,1391,3.5,2117,42.47,54.95
"112","santaer01","Ervin Santana",2959,1141,3.47,1937,42.3,40.29
"113","matlajo01","Jon Matlack",2259,820,3.27,1624,42.22,46.16
"114","candejo01","John Candelaria",2526,895,3.19,1835,41.99,42.34
"115","gonzagi01","Gio Gonzalez",2346,819,3.14,1767,41.59,40.07
"116","bridgto01","Tommy Bridges",2561,983,3.45,2121,41.56,42.75
"117","darwida01","Danny Darwin",3082,1214,3.55,1939,41.54,37.01
"118","simmocu01","Curt Simmons",3343,1309,3.52,1908,41.43,52.78
"119","burnea.01","A J  Burnett",3125,1185,3.41,2425,41.3,48.8
"120","cainma01","Matt Cain",2477,877,3.19,1644,40.9,36.89
"121","nichoki01","Kid Nichols",3152,1406,4.01,1535,40.83,41.66
"122","garcifr03","Freddy Garcia",2617,1020,3.51,1624,40.64,36.29
"123","darviyu01","Yu Darvish",2053,700,3.07,1923,40.56,41.83
"124","ferrewe01","Wes Ferrell",2227,897,3.63,1290,40.46,36.36
"125","kaatji01","Jim Kaat",4010,1544,3.47,2183,40.46,65
"126","hootobu01","Burt Hooton",2607,948,3.27,1650,40.24,41.84
"127","gubicma01","Mark Gubicza",2448,996,3.66,1437,39.96,40.18
"128","nolaaa01","Aaron Nola",1786,633,3.19,1376,39.44,35.41
"129","arroybr01","Bronson Arroyo",2623,968,3.32,1518,39.3,33.9
"130","pappami01","Milt Pappas",2956,1168,3.56,1535,38.93,34.99
"131","niekrjo01","Joe Niekro",3594,1441,3.61,1995,38.17,36.98
"132","strasst01","Stephen Strasburg",1786,573,2.89,1692,38.1,40.75
"133","valenfe01","Fernando Valenzuela",3135,1243,3.57,2181,37.97,41.56
"134","osteecl01","Claude Osteen",3165,1281,3.64,1535,37.92,36.87
"135","hurstbr01","Bruce Hurst",2421,941,3.5,1721,37.88,37.26
"136","gossari01","Rich Gossage",1765,592,3.02,1585,37.82,31.66
"137","carpech01","Chris Carpenter",2476,910,3.31,1601,37.61,37.34
"138","gordoto01","Tom Gordon",2464,999,3.65,1988,37.53,36.35
"139","haranaa01","Aaron Harang",2691,1053,3.52,1806,37.22,40.86
"140","brechha01","Harry Brecheen",1868,642,3.09,1182,37.16,33.83
"141","dennyjo01","John Denny",2174,805,3.33,1335,37.05,31.8
"142","wiseri01","Rick Wise",2954,1191,3.63,1703,36.93,43.52
"143","mcdowsa01","Sam McDowell",2348,891,3.42,2330,36.83,42.66
"144","wakefti01","Tim Wakefield",3578,1472,3.7,2057,36.57,28.47
"145","deandi01","Dizzy Dean",1828,588,2.89,1584,36.45,41.46
"146","webbbr01","Brandon Webb",1535,431,2.53,1062,36.38,32.16
"147","messean01","Andy Messersmith",1962,657,3.01,1517,36.07,31.18
"148","millwke01","Kevin Millwood",3072,1163,3.41,2028,35.67,49.32
"149","stottme01","Mel Stottlemyre",2413,926,3.45,1054,35.61,28.81
"150","dicker.01","R A  Dickey",2477,926,3.36,1487,35.57,30.13
"151","dierkla01","Larry Dierker",2143,847,3.56,1415,35.49,29.93
"152","tudorjo01","John Tudor",1855,622,3.02,1121,35.37,26.55
"153","quintjo01","José Quintana",2164,792,3.29,1412,35.32,37.95
"154","shockur01","Urban Shocker",2242,938,3.77,1276,35.27,25.71
"155","faberre01","Red Faber",3116,1335,3.86,1484,35.24,27.74
"156","linceti01","Tim Lincecum",1969,699,3.2,1846,35.2,36.02
"157","lillyte01","Ted Lilly",2205,824,3.36,1575,35.18,30.79
"158","happja01","J A  Happ",2425,933,3.46,1568,35.17,32.11
"159","rhoderi01","Rick Rhoden",2645,989,3.37,1607,35.17,38.67
"160","hardeme01","Mel Harder",2588,1131,3.93,1329,35.03,37.21
"161","arrieja01","Jake Arrieta",2124,779,3.3,1388,35.01,34.15
"162","leonadu02","Dutch Leonard",2988,1219,3.67,1593,34.81,46.94
"163","rijojo01","Jose Rijo",1971,674,3.08,1657,34.81,40.12
"164","leibrch01","Charlie Leibrandt",2346,914,3.51,1177,34.73,33.39
"165","wheelza01","Zack Wheeler",1688,592,3.16,1136,34.7,32.39
"166","dicksmu01","Murry Dickson",2841,1164,3.69,1507,34.58,25.89
"167","truckvi01","Virgil Trucks",2652,1082,3.67,1864,34.3,38.81
"168","gomezle01","Lefty Gomez",2072,803,3.49,1736,34.02,32.26
"169","hunteca01","Catfish Hunter",2854,1105,3.48,1732,34.02,33.24
"170","rushbo01","Bob Rush",2386,954,3.6,1502,34.02,44.95
"171","lohseky01","Kyle Lohse",2777,1102,3.57,1555,33.8,32.03
"172","jimenub01","Ubaldo Jiménez",2169,822,3.41,1625,33.67,35.99
"173","sutclri01","Rick Sutcliffe",2706,1132,3.76,1715,33.58,34.23
"174","rommeed01","Eddie Rommel",2219,946,3.84,844,33.54,2.35
"175","newsobo01","Bobo Newsom",3382,1573,4.19,2575,33.53,46.85
"176","grayso01","Sonny Gray",1913,678,3.19,1305,33.48,32.64
"177","porceri01","Rick Porcello",2621,1035,3.55,1529,33.44,39.42
"178","antonjo02","Johnny Antonelli",2016,755,3.37,1375,33.42,27.7
"179","maglisa01","Sal Maglie",1692,576,3.06,1049,32.77,22.38
"180","passecl01","Claude Passeau",2642,1039,3.54,1486,32.69,42.33
"181","carraca01","Carlos Carrasco",1992,752,3.4,1552,32.66,34.24
"182","bannifl01","Floyd Bannister",2392,986,3.71,1861,32.66,33.74
"183","troutdi01","Dizzy Trout",2648,1000,3.4,1653,32.54,43.19
"184","boddimi01","Mike Boddicker",2123,856,3.63,1333,32.51,30.91
"185","keuchda01","Dallas Keuchel",2165,795,3.3,1188,32.5,30.51
"186","malonji01","Jim Maloney",1733,634,3.29,1518,32.46,29.69
"187","warnelo01","Lon Warneke",2572,904,3.16,1480,32.33,30.94
"188","shortch02","Chris Short",2119,836,3.55,1406,32.3,28.11
"189","higuete01","Teddy Higuera",1325,464,3.15,1007,32.23,27.3
"190","kazmisc01","Scott Kazmir",1967,737,3.37,1641,32.18,31.81
"191","rodrifr03","Francisco Rodríguez",1360,405,2.68,1368,32.18,21.86
"192","hoffmtr01","Trevor Hoffman",1445,455,2.83,1281,32.14,28.54
"193","hendrky01","Kyle Hendricks",1861,651,3.15,1036,32.11,29.97
"194","schmija01","Jason Schmidt",2066,777,3.38,1558,32.11,35.73
"195","forscke01","Ken Forsch",2112,776,3.31,1216,32.1,29.72
"196","flanami01","Mike Flanagan",2836,1195,3.79,1761,31.9,40.24
"197","cuellmi01","Mike Cuellar",2471,923,3.36,1453,31.88,38.11
"198","bauertr01","Trevor Bauer",1793,609,3.06,1468,31.86,29.95
"199","washbja01","Jarrod Washburn",2077,804,3.48,1067,31.78,23.26
"200","waltebu01","Bucky Walters",2683,988,3.31,1352,31.76,23.23
"201","sotoma01","Mario Soto",1715,592,3.11,1698,31.75,28.89
"202","torremi01","Mike Torrez",2969,1235,3.74,1668,31.75,32.39
"203","fernasi01","Sid Fernandez",2019,751,3.35,1811,31.74,28.1
"204","barrji01","Jim Barr",1936,734,3.41,962,31.6,23.52
"205","johnsjo09","Josh Johnson",1190,375,2.84,924,31.43,24.96
"206","frencla01","Larry French",2844,1049,3.32,1569,31.35,36.6
"207","minormi01","Mike Minor",1918,752,3.53,1257,31.2,26.17
"208","pascuca02","Camilo Pascual",2550,1018,3.59,1869,31.16,45.2
"209","liriafr01","Francisco Liriano",2160,824,3.43,1791,31.12,32.18
"210","zimmejo02","Jordan Zimmermann",1964,736,3.37,1215,31.06,31.55
"211","hernali01","Liván Hernández",3527,1461,3.73,1968,30.97,40.09
"212","garvene01","Ned Garver",2462,1011,3.7,1074,30.88,26.14
"213","sandesc01","Scott Sanderson",2653,1073,3.64,1671,30.75,33.23
"214","holtzke01","Ken Holtzman",2610,990,3.41,1552,30.66,36.26
"215","williwo02","Woody Williams",2519,1018,3.64,1448,30.6,21.01
"216","leonade01","Dennis Leonard",2189,846,3.48,1547,30.58,35.85
"217","guthrje01","Jeremy Guthrie",2020,778,3.47,1139,30.41,23.14
"218","wolfra02","Randy Wolf",2505,953,3.42,1663,30.31,33.32
"219","reedro01","Ron Reed",2329,866,3.35,1544,30.19,36.53
"220","gallayo01","Yovani Gallardo",2110,782,3.34,1512,30.18,28.69
"221","garlajo01","Jon Garland",2239,862,3.46,1124,30.09,28.04
"222","wagnebi02","Billy Wagner",1193,325,2.45,1327,30.05,24.32
"223","handsbi01","Bill Hands",1811,652,3.24,1050,29.98,28.53
"224","hentgpa01","Pat Hentgen",2388,1039,3.92,1231,29.77,21.07
"225","scottmi03","Mike Scott",2148,813,3.41,1615,29.57,32.16
"226","lemonbo01","Bob Lemon",2445,922,3.39,1369,29.26,25.49
"227","nathajo01","Joe Nathan",1122,338,2.71,1092,29.07,23.82
"228","buchhcl01","Clay Buchholz",1633,576,3.17,1012,29.06,23.07
"229","kneppbo01","Bob Knepper",2766,1094,3.56,1637,28.92,30.19
"230","gausmke01","Kevin Gausman",1893,706,3.36,1357,28.88,32.36
"231","sheetbe01","Ben Sheets",1851,682,3.32,1313,28.85,35.08
"232","smithle02","Lee Smith",1415,454,2.89,1373,28.84,26.82
"233","mooremi01","Mike Moore",2578,1142,3.99,1544,28.77,33.72
"234","mortoch02","Charlie Morton",2381,912,3.45,1654,28.71,36.08
"235","wynnea01","Early Wynn",4295,1854,3.88,2597,28.69,41.91
"236","perryji01","Jim Perry",2973,1226,3.71,1402,28.5,27.22
"237","splitpa01","Paul Splittorff",2464,985,3.6,1314,28.42,33.05
"238","fingero01","Rollie Fingers",1558,517,2.99,1335,28.34,30.01
"239","kimbrcr01","Craig Kimbrel",1059,295,2.51,1274,28.27,25.31
"240","gurala01","Larry Gura",2066,790,3.44,1079,28.21,23.08
"241","papeljo01","Jonathan Papelbon",1033,277,2.41,1003,28.17,24.38
"242","kurodhi01","Hiroki Kuroda",1517,519,3.08,934,28.13,26.61
"243","samarje01","Jeff Samardzija",2101,824,3.53,1463,28.01,28.54
"244","woodke02","Kerry Wood",1619,590,3.28,1656,27.95,24.98
"245","ryuhy01","Hyun Jin Ryu",1418,477,3.03,892,27.92,24.98
"246","haddiha01","Harvey Haddix",2232,921,3.71,1748,27.88,38.01
"247","kenneia01","Ian Kennedy",2317,904,3.51,1609,27.85,25.52
"248","dempsry01","Ryan Dempster",2509,999,3.58,1834,27.83,32.6
"249","goltzda01","Dave Goltz",1951,752,3.47,1236,27.78,31.35
"250","clancji01","Jim Clancy",2601,1111,3.84,1576,27.72,31.21
"251","danksjo01","John Danks",1733,672,3.49,1077,27.72,24.46
"252","stewada01","Dave Stewart",2815,1213,3.88,1831,27.6,28.29
"253","farretu01","Turk Farrell",1616,667,3.71,1109,27.53,17.86
"254","fistedo01","Doug Fister",1678,610,3.27,930,27.53,26.35
"255","janseke01","Kenley Jansen",1204,353,2.64,1303,27.52,28.67
"256","siebeso01","Sonny Siebert",1998,748,3.37,1320,27.52,27.99
"257","colemjo05","Joe Coleman",2341,968,3.72,1610,27.47,28
"258","chancde01","Dean Chance",2057,760,3.33,1324,27.42,37.47
"259","fernaal01","Alex Fernandez",1998,793,3.57,1243,27.38,28.74
"260","roepr01","Preacher Roe",1867,734,3.54,1265,27.33,24.73
"261","tekulke01","Kent Tekulve",1442,444,2.77,887,27.33,17.28
"262","mcdowja01","Jack McDowell",2160,881,3.67,1399,27.15,34.83
"263","hillri01","Rich Hill",1748,628,3.23,1337,27.14,27.21
"264","ojedabo01","Bob Ojeda",1928,746,3.48,1190,27.13,24.92
"265","morgami01","Mike Morgan",2658,1127,3.82,1261,27.13,26.86
"266","liebejo01","Jon Lieber",2524,1001,3.57,1496,27.09,37.88
"267","blantjo01","Joe Blanton",2070,795,3.46,1310,27.06,29.27
"268","nolanga01","Gary Nolan",1561,547,3.15,1052,27.03,24.71
"269","stanlbo01","Bob Stanley",1772,645,3.28,878,26.97,23.66
"270","garcimi01","Mike Garcia",2030,758,3.36,1265,26.93,38.68
"271","mcgresc01","Scott McGregor",2174,903,3.74,1124,26.92,29.39
"272","raffeke01","Ken Raffensberger",2151,945,3.95,1056,26.85,28.43
"273","mileywa01","Wade Miley",2051,780,3.42,1193,26.84,26.8
"274","swindgr01","Greg Swindell",2467,1014,3.7,1523,26.8,29.04
"275","renkost01","Steve Renko",2385,983,3.71,1521,26.79,27.13
"276","coopemo01","Mort Cooper",1850,671,3.26,1266,26.78,32.25
"277","vargaja01","Jason Vargas",1995,810,3.65,1164,26.78,24.89
"278","hammeja01","Jason Hammel",2143,865,3.63,1345,26.76,29
"279","podrejo01","Johnny Podres",2093,855,3.68,1413,26.75,28.39
"280","martira02","Ramon Martinez",2007,766,3.43,1374,26.72,21.26
"281","kindeel01","Ellis Kinder",1495,545,3.28,986,26.7,19.38
"282","daviscu01","Curt Davis",2173,859,3.56,890,26.64,27.76
"283","bahnsst01","Stan Bahnsen",2274,940,3.72,1286,26.63,20.97
"284","hillejo01","John Hiller",1161,376,2.91,1015,26.54,14.68
"285","buhlbo01","Bob Buhl",2536,1044,3.71,1275,26.53,11.67
"286","benoijo01","Joaquín Benoit",1455,517,3.2,1239,26.51,18.17
"287","shantbo01","Bobby Shantz",1903,735,3.48,1190,26.49,25.53
"288","caldwmi01","Mike Caldwell",2396,996,3.74,1202,26.48,29.05
"289","benesan01","Andy Benes",2656,1092,3.7,1910,26.44,32.73
"290","soriajo01","Joakim Soria",1180,378,2.88,996,26.44,21.45
"291","duffyda01","Danny Duffy",1597,598,3.37,1054,26.4,22.52
"292","quiseda01","Dan Quisenberry",1089,323,2.67,541,26.4,16.12
"293","teherju01","Julio Teheran",1797,668,3.35,1135,26.4,20.57
"294","laniema01","Max Lanier",1551,542,3.15,1123,26.26,26.66
"295","gullibi01","Bill Gullickson",2582,1049,3.66,1406,26.24,30.86
"296","mayru01","Rudy May",2442,963,3.55,1775,26.12,37.93
"297","pennybr01","Brad Penny",2148,846,3.54,1303,26.1,30.1
"298","corbipa01","Patrick Corbin",2110,827,3.53,1389,26.08,30.32
"299","wilsodo01","Don Wilson",1577,587,3.35,1184,26.07,23.99
"300","rowesc01","Schoolboy Rowe",2174,966,4,1261,25.96,37.59
"301","drabedo01","Doug Drabek",2471,936,3.41,1489,25.94,34.13
"302","mcdanli01","Lindy McDaniel",2107,834,3.56,1351,25.91,22.4
"303","roberda05","Dave Roberts",1883,752,3.59,1029,25.91,25
"304","wilsocj01","C J  Wilson",1716,608,3.19,1233,25.87,26.08
"305","bedarer01","Erik Bedard",1525,559,3.3,1251,25.86,27.7
"306","vealebo01","Bob Veale",1821,671,3.32,1567,25.85,33.03
"307","roberda08","David Robertson",1087,336,2.78,1203,25.84,20.27
"308","polleho01","Howie Pollet",2027,838,3.72,1167,25.81,30.39
"309","alvarwi01","Wilson Alvarez",1831,724,3.56,1204,25.79,21.11
"310","astacpe01","Pedro Astacio",2403,1026,3.84,1562,25.78,25.7
"311","honeyri01","Rick Honeycutt",2286,905,3.56,1305,25.76,26.4
"312","quinnja01","Jack Quinn",2370,1080,4.1,1067,25.75,34.17
"313","forscbo01","Bob Forsch",2687,1049,3.51,1343,25.72,29.71
"314","walshed01","Ed Walsh",1828,679,3.34,1205,25.71,20.48
"315","krukomi01","Mike Krukow",2277,905,3.58,1642,25.69,32.12
"316","leakemi01","Mike Leake",2164,838,3.49,1122,25.69,26.74
"317","rayro02","Robbie Ray",1713,638,3.35,1527,25.68,23.75
"318","garzama01","Matt Garza",2010,765,3.43,1329,25.66,29.22
"319","nolasri01","Ricky Nolasco",2214,906,3.68,1425,25.65,33.37
"320","newcodo01","Don Newcombe",2095,789,3.39,1326,25.61,34.6
"321","chacijh01","Jhoulys Chacín",1820,677,3.35,1112,25.58,23.49
"322","hernaor01","Orlando Hernandez",1496,591,3.56,1049,25.52,19.32
"323","eovalna01","Nathan Eovaldi",1732,676,3.51,1049,25.41,26.81
"324","friedma01","Max Fried",988,307,2.8,633,25.4,17.92
"325","whitsed01","Ed Whitson",2315,938,3.65,1403,25.36,26.58
"326","zahnge01","Geoff Zahn",1908,744,3.51,966,25.34,27.69
"327","stromma01","Marcus Stroman",1504,535,3.2,861,25.32,24.85
"328","montejo01","John Montefusco",1618,611,3.4,1205,25.28,23.99
"329","grosske01","Kevin Gross",2647,1141,3.88,1745,25.23,27.28
"330","medicdo01","Doc Medich",1942,786,3.64,1105,25.19,28.59
"331","chapmar01","Aroldis Chapman",981,283,2.6,1169,25.17,24.1
"332","laryfr01","Frank Lary",2140,836,3.52,1059,25.14,29.64
"333","rosajo01","Jorge De La Rosa",1843,694,3.39,1273,25.09,23.45
"334","wittmi01","Mike Witt",2152,871,3.64,1434,25.08,37.85
"335","richaj.01","J R  Richard",1535,550,3.22,1568,24.96,33.1
"336","bosioch01","Chris Bosio",1822,760,3.75,1019,24.94,27.44
"337","maholpa01","Paul Maholm",1772,685,3.48,1030,24.91,22.23
"338","davisdo02","Doug Davis",1836,685,3.36,1168,24.88,25.81
"339","odayda01","Darren O Day",906,252,2.5,779,24.86,13.25
"340","dukeza01","Zach Duke",1703,635,3.36,1100,24.61,22.79
"341","pineijo01","Joel Pineiro",1945,771,3.57,1115,24.59,25.59
"342","frymawo01","Woodie Fryman",2259,935,3.73,1522,24.56,30.71
"343","tapanke01","Kevin Tapani",2540,1156,4.1,1404,24.51,36.29
"344","lylesp01","Sparky Lyle",1360,449,2.97,927,24.44,15.91
"345","youngch03","Chris Young",1508,553,3.3,1080,24.4,19.06
"346","cookaa01","Aaron Cook",1671,622,3.35,811,24.37,23.18
"347","clippty01","Tyler Clippard",1321,423,2.88,1183,24.36,16.93
"348","myersbr01","Brett Myers",1880,723,3.46,1415,24.36,24.39
"349","castilu02","Luis Castillo",1301,443,3.06,945,24.32,24.04
"350","parneme01","Mel Parnell",1612,558,3.12,907,24.3,28.11
"351","fasseje01","Jeff Fassero",2299,897,3.51,1631,24.27,30
"352","roarkta01","Tanner Roark",1569,579,3.32,916,24.25,20.4
"353","ellswdi01","Dick Ellsworth",2065,868,3.78,1042,24.22,26.09
"354","foulkke01","Keith Foulke",904,275,2.74,712,24.22,13.67
"355","uhlege01","George Uhle",2193,1073,4.4,1228,24.16,31.61
"356","gibsoky01","Kyle Gibson",2059,857,3.75,1145,24.1,25.95
"357","ruffire01","Red Ruffing",3894,1795,4.15,2565,24.07,41.42
"358","cahiltr01","Trevor Cahill",1911,745,3.51,1185,24.01,21.63
"359","blackew01","Ewell Blackwell",1274,474,3.35,1117,23.98,27.91
"360","jacksed01","Edwin Jackson",2341,961,3.69,1524,23.96,27.48
"361","millest01","Stu Miller",1639,624,3.43,1165,23.9,15.01
"362","cicoted01","Eddie Cicotte",1776,741,3.76,808,23.85,27.72
"363","slatoji01","Jim Slaton",2584,1113,3.88,1377,23.8,22.02
"364","mechegi01","Gil Meche",1660,678,3.68,1051,23.79,19.47
"365","biebesh01","Shane Bieber",1111,342,2.77,977,23.78,26.56
"366","cobbal01","Alex Cobb",1589,623,3.53,964,23.77,23.54
"367","hughste01","Tex Hughson",1307,467,3.22,922,23.77,19.97
"368","righeda01","Dave Righetti",1558,577,3.33,1269,23.73,26.94
"369","tanakma01","Masahiro Tanaka",1418,510,3.24,928,23.67,23.35
"370","ruthvdi01","Dick Ruthven",2124,880,3.73,1346,23.6,29.09
"371","downial01","Al Downing",2116,850,3.62,1448,23.58,26.11
"372","henketo01","Tom Henke",888,267,2.71,932,23.56,19.85
"373","francjo01","John Franco",1332,412,2.78,978,23.55,16.94
"374","osterfr01","Fritz Ostermueller",2008,936,4.2,1032,23.46,22.76
