"","playerID","name","IP","ER","ERA","K","ebWAR","efWAR"
"2731","richmsc01","Scott Richmond",205,85,3.73,154,2.06,2.59
"2732","sykesbo01","Bob Sykes",280,120,3.86,175,2.06,1.96
"2733","wagnega01","Gary Wagner",235,99,3.79,179,2.06,1.25
"2734","davisja02","Jason Davis",503,230,4.12,291,2.05,4.19
"2735","leitema01","Mark Leiter",1268,590,4.19,843,2.05,6.98
"2736","shoffmi01","Milt Shoffner",417,173,3.73,214,2.05,2.16
"2737","stanfja01","Jason Stanford",119,43,3.25,94,2.05,1.72
"2738","pukaj01","A J  Puk",155,58,3.37,147,2.04,1.34
"2739","russeal01","Allen Russell",233,140,5.41,143,2.04,-0.61
"2740","herndda01","David Herndon",163,59,3.26,106,2.03,1.48
"2741","lopezma01","Marcelino Lopez",645,296,4.13,392,2.03,4.46
"2742","fryja01","Jace Fry",269,112,3.75,242,2.03,3.23
"2743","hartdo01","Donnie Hart",127,44,3.12,108,2.03,1.12
"2744","magilma01","Matt Magill",212,83,3.52,167,2.03,1.28
"2745","misiean01","Anthony Misiewicz",222,95,3.85,149,2.03,2.51
"2746","tollbbr01","Brian Tollberg",356,162,4.1,157,2.03,2.79
"2747","caminar01","Arquimedes Caminero",231,84,3.27,180,2.02,1.4
"2748","dominju01","Juan Dominguez",122,44,3.25,94,2.02,1.39
"2749","grayjo03","Josiah Gray",314,157,4.5,215,2.02,0.99
"2750","guerrde01","Deolis Guerra",277,113,3.67,211,2.02,1.91
"2751","nicolju01","Justin Nicolino",294,128,3.92,125,2.02,2.41
"2752","tanketa01","Taylor Tankersley",144,50,3.12,149,2.02,1.21
"2753","burgoam01","Ambiorix Burgos",181,73,3.63,169,2.01,0.23
"2754","dunnemi01","Mike Dunne",336,119,3.19,138,2.01,2.66
"2755","warhoja01","Jack Warhop",293,147,4.52,114,2.01,0.72
"2756","matonph01","Phil Maton",502,214,3.84,397,2.01,4.79
"2757","sparkgl01","Glenn Sparkman",261,121,4.17,145,2.01,1.98
"2758","musseje01","Jeff Musselman",234,96,3.69,139,2,1.46
"2759","perezlu01","Luis Perez",166,65,3.52,122,2,1.8
"2760","urreajo01","John Urrea",368,141,3.45,249,2,1.92
"2761","rasmuco02","Cory Rasmus",137,51,3.35,133,1.99,1.18
"2762","abreubr01","Bryan Abreu",192,69,3.23,193,1.99,2.5
"2763","ujdurje01","Jerry Ujdur",214,89,3.74,139,1.99,1.05
"2764","yorkji01","Jim York",145,56,3.48,160,1.99,1.4
"2765","jakubch01","Chris Jakubauskas",234,100,3.85,138,1.98,2.23
"2766","pallaan01","Andre Pallante",152,54,3.2,68,1.98,1.23
"2767","ramirne01","Neil Ramírez",87,21,2.17,99,1.98,1.45
"2768","schugaj01","A J  Schugel",143,48,3.02,109,1.98,1.55
"2769","zychto01","Tony Zych",108,35,2.92,102,1.98,1.47
"2770","cantwbe01","Ben Cantwell",1029,501,4.38,411,1.97,-3.06
"2771","codyky01","Kyle Cody",117,40,3.08,85,1.97,1.38
"2772","cruzne01","Nelson Cruz",158,57,3.25,109,1.97,0.67
"2773","seelbch01","Chuck Seelbach",120,44,3.3,84,1.96,1.27
"2774","effrosc01","Scott Effross",120,39,2.93,103,1.96,1.93
"2775","haynejo01","Joe Haynes",1089,502,4.15,460,1.96,-0.0100000000000001
"2776","kohnmi01","Michael Kohn",161,61,3.41,158,1.96,1.12
"2777","meadole01","Lee Meadows",1520,668,3.96,682,1.96,25.43
"2778","mlickda01","Dave Mlicki",1064,492,4.16,569,1.96,6.11
"2779","henrydw01","Dwayne Henry",296,125,3.8,285,1.95,0.61
"2780","herrmfr01","Frank Herrmann",166,66,3.58,119,1.95,1.85
"2781","rogeres01","Esmil Rogers",555,240,3.89,407,1.95,6.25
"2782","bonined01","Eddie Bonine",177,69,3.51,119,1.94,1.84
"2783","birtsti01","Tim Birtsas",365,155,3.82,251,1.94,1.51
"2784","thompza01","Zach Thompson",284,123,3.9,147,1.94,2.6
"2785","whitlch01","Chase Whitley",243,103,3.81,183,1.94,2.72
"2786","carraal01","Alex Carrasquel",567,297,4.71,236,1.93,-0.49
"2787","fischbi01","Bill Fischer",800,407,4.58,320,1.93,5.51
"2788","johnsjo05","Joe Johnson",337,149,3.98,165,1.93,4.49
"2789","verhojo01","John Verhoeven",209,80,3.44,145,1.93,1.39
"2790","yabuke01","Keiichi Yabu",171,62,3.26,113,1.93,1.37
"2791","adamsau02","Austin Adams",177,70,3.56,204,1.92,2.02
"2792","cainle01","Les Cain",335,154,4.14,279,1.92,3.63
"2793","mercejo02","Jose Mercedes",525,242,4.15,263,1.92,3.62
"2794","pettijo02","Jonathan Pettibone",144,58,3.62,95,1.92,1.64
"2795","roberje01","Jerry Robertson",184,81,3.96,137,1.92,1.94
"2796","stumpda01","Daniel Stumpf",180,72,3.6,125,1.92,1.54
"2797","crochga01","Garrett Crochet",111,35,2.84,101,1.92,1.93
"2798","marquru01","Rube Marquard",2240,1116,4.48,1333,1.92,21.86
"2799","acevedo01","Domingo Acevedo",133,50,3.38,99,1.91,0.59
"2800","burrry01","Ryan Burr",144,54,3.38,136,1.91,0.64
"2801","duesha01","Hal Dues",126,41,2.93,94,1.91,0.8
"2802","hatchto01","Thomas Hatch",129,46,3.21,95,1.91,1.38
"2803","kitsofr01","Frank Kitson",344,163,4.26,129,1.91,1.53
"2804","loganbo01","Bob Logan",247,101,3.68,133,1.91,1.66
"2805","mclauby01","Byron McLaughlin",313,151,4.34,232,1.91,2.18
"2806","thompry02","Ryan Thompson",246,94,3.44,151,1.91,2.78
"2807","mortecl01","Clayton Mortensen",237,87,3.3,176,1.91,2.04
"2808","tothpa01","Paul Toth",182,76,3.76,103,1.91,2.09
"2809","adamste01","Terry Adams",1046,435,3.74,702,1.9,9.57
"2810","baragca01","Caleb Baragar",135,48,3.2,87,1.9,1.31
"2811","hiranyo01","Yoshihisa Hirano",183,63,3.1,121,1.9,1.71
"2812","martish01","Shairon Martis",155,64,3.72,113,1.9,1.52
"2813","maunedi01","Dick Mauney",215,87,3.64,82,1.9,2.38
"2814","ruethdu01","Dutch Ruether",902,402,4.01,436,1.9,-0.65
"2815","sarfade01","Dennis Sarfate",163,63,3.48,178,1.9,1.77
"2816","willimi01","Mike Willis",223,99,4,159,1.9,1.24
"2817","bergmch01","Christian Bergman",323,141,3.93,197,1.89,2.57
"2818","crudami01","Mike Crudale",96,27,2.53,87,1.89,1.03
"2819","parquji01","Jim Parque",550,272,4.45,263,1.89,4.08
"2820","reynoke01","Ken Reynolds",309,147,4.28,178,1.89,2.75
"2821","romansa01","Sal Romano",332,147,3.98,197,1.89,3.65
"2822","filebo01","Bob File",93,30,2.9,36,1.89,-0.58
"2823","gallibe01","Bert Gallia",456,236,4.66,222,1.89,1.9
"2824","jamesdr01","Drey Jameson",47,13,2.49,36,1.89,0.74
"2825","solissa01","Sammy Solís",137,47,3.09,125,1.89,1.81
"2826","bellaan01","Andrew Bellatti",132,47,3.2,147,1.88,1.17
"2827","hoffmje02","Jeff Hoffman",581,252,3.9,385,1.88,4.61
"2828","rincoan01","Andy Rincon",109,37,3.06,108,1.88,1.83
"2829","yuhased01","Eddie Yuhas",106,37,3.14,42,1.88,0.01
"2830","johnsst02","Steve Johnson",76,22,2.61,89,1.87,1.11
"2831","morgael01","Eli Morgan",234,96,3.69,151,1.87,2.17
"2832","norbejo01","Jordan Norberto",108,37,3.08,98,1.87,0.82
"2833","clemepa02","Paul Clemens",253,108,3.84,151,1.86,0.52
"2834","mantijo01","Joe Mantiply",188,67,3.21,139,1.86,2.77
"2835","mcdevda01","Danny McDevitt",372,158,3.82,271,1.86,3.17
"2836","mockga01","Garrett Mock",184,75,3.67,147,1.86,2.58
"2837","croucbi02","Bill Crouch",155,61,3.54,88,1.86,0.44
"2838","drottdi01","Dick Drott",399,185,4.17,332,1.86,2.27
"2839","hagadni01","Nick Hagadone",175,72,3.7,170,1.86,1.93
"2840","kenneve01","Vern Kennedy",1324,687,4.67,648,1.86,4.69
"2841","florera01","Randy Flores",242,93,3.46,222,1.85,3.03
"2842","mcjamdo01","James McJames",371,163,3.95,253,1.85,2.76
"2843","saupowa01","Warwick Saupold",167,70,3.77,109,1.85,0.3
"2844","shellst01","Steven Shell",78,19,2.19,57,1.85,0.9
"2845","sweenbr01","Brian Sweeney",156,55,3.17,117,1.85,1.54
"2846","cabrefe01","Fernando Cabrera",193,79,3.68,202,1.84,1.81
"2847","milleji02","Jim Miller",91,27,2.67,81,1.84,0.85
"2848","ramirjo02","José Ramírez",187,71,3.42,159,1.84,0.96
"2849","millibo01","Bob Milliken",169,65,3.46,106,1.84,0.67
"2850","byrneto01","Tommy Byrne",1036,466,4.05,778,1.83,-2.02
"2851","ramirni01","Nick Ramirez",154,59,3.45,109,1.83,1.3
"2852","westse01","Sean West",151,59,3.52,106,1.83,1.96
"2853","wilsotr01","Trevor Wilson",804,350,3.92,461,1.83,4.15
"2854","contrro01","Roansy Contreras",137,52,3.42,94,1.83,1.59
"2855","prietar01","Ariel Prieto",368,177,4.33,189,1.83,2.93
"2856","frankfr02","Fred Frankhouse",1615,734,4.09,787,1.83,-4
"2857","vonohda01","Dave Von Ohlen",140,50,3.21,108,1.82,0.96
"2858","suarean01","Andrew Suárez",264,119,4.06,148,1.82,2.35
"2859","hearnta01","Taylor Hearn",349,159,4.1,221,1.81,3.01
"2860","newbeja01","Jake Newberry",181,71,3.53,148,1.81,0.89
"2861","benesal01","Alan Benes",378,154,3.67,261,1.81,2.96
"2862","thormpa01","Paul Thormodsgard",275,127,4.16,146,1.81,3.24
"2863","vosbeed01","Ed Vosberg",222,89,3.61,176,1.81,2.15
"2864","cainsu01","Sugar Cain",903,504,5.02,411,1.8,-0.14
"2865","eyrewi01","Willie Eyre",198,82,3.73,128,1.8,1.64
"2866","munozmi01","Mike Munoz",448,196,3.94,336,1.8,1.42
"2867","voisebi01","Bill Voiselle",1103,529,4.32,700,1.8,1.12
"2868","powelja04","Jay Powell",578,220,3.43,421,1.8,1.62
"2869","hickeke01","Kevin Hickey",156,58,3.35,110,1.79,0.9
"2870","williri03","Rick Williams",152,59,3.49,89,1.79,1.61
"2871","geerjo01","Josh Geer",174,72,3.72,113,1.78,1.62
"2872","greenfr01","Fred Green",161,62,3.47,130,1.78,0.58
"2873","mannima02","Matt Manning",222,99,4.01,105,1.78,2.85
"2874","meyeral01","Alex Meyer",145,58,3.6,119,1.78,1.88
"2875","villabr02","Brayan Villarreal",108,36,3,127,1.78,1.61
"2876","williro01","Ron Willis",154,61,3.56,88,1.78,0.49
"2877","fontwi01","Wilmer Font",267,124,4.18,182,1.77,1.27
"2878","demoldo01","Don DeMola",160,62,3.49,124,1.77,1.13
"2879","dicksja01","Jason Dickson",409,197,4.33,175,1.77,1.97
"2880","hillefr01","Frank Hiller",420,206,4.41,215,1.77,4.81
"2881","holdejo02","Jonathan Holder",328,134,3.68,216,1.77,4.03
"2882","verrelo01","Logan Verrett",197,84,3.84,110,1.77,0.85
"2883","bibenau01","Austin Bibens Dirkx",176,75,3.84,83,1.76,1.22
"2884","colonro01","Roman Colon",237,100,3.8,173,1.76,1.56
"2885","crowewi01","Wil Crowe",286,128,4.03,171,1.76,0.98
"2886","williji02","Jim Willis",75,28,3.36,72,1.76,0.5
"2887","brandbu01","Darrell Brandon",612,278,4.09,386,1.76,2.58
"2888","smallaa01","Aaron Small",405,202,4.49,252,1.76,1.27
"2889","bucknbi02","Billy Buckner",189,80,3.81,162,1.75,2.02
"2890","hughebr01","Brandon Hughes",90,31,3.1,70,1.75,0.16
"2891","glaznwh01","Whitey Glazner",309,130,3.79,182,1.74,4.79
"2892","holdsfr01","Fred Holdsworth",139,54,3.5,140,1.74,1.42
"2893","briceau01","Austin Brice",313,136,3.91,247,1.74,1.32
"2894","garregr01","Greg Garrett",78,24,2.77,51,1.74,0.27
"2895","pitlosk01","Skip Pitlock",193,90,4.2,129,1.74,0.35
"2896","suarero01","Robert Suarez",78,24,2.77,68,1.74,1.05
"2897","wehmehe01","Herm Wehmeier",1693,868,4.61,944,1.73,5.32
"2898","freyst01","Steve Frey",145,58,3.6,108,1.73,-0.57
"2899","grzenjo01","Joe Grzenda",300,132,3.96,235,1.73,1.89
"2900","herreda01","Danny Herrera",139,46,2.98,123,1.73,1.61
"2901","leedy01","Dylan Lee",90,27,2.7,74,1.73,1.48
"2902","ringji01","Jimmy Ring",1053,499,4.26,636,1.73,12.68
"2903","rodrihe03","Henry Rodriguez",179,69,3.47,182,1.73,1.39
"2904","pulsibi01","Bill Pulsipher",252,117,4.18,134,1.73,1.79
"2905","bowiemi01","Micah Bowie",125,47,3.38,117,1.72,1.28
"2906","bakerbr01","Bryan Baker",116,42,3.26,92,1.72,1.92
"2907","woodhu01","Hunter Wood",157,54,3.1,112,1.72,1.65
"2908","carawpa01","Pat Caraway",291,131,4.05,157,1.71,0.32
"2909","lobstky01","Kyle Lobstein",199,90,4.07,115,1.71,2.2
"2910","zimmeky01","Kyle Zimmer",213,84,3.55,148,1.71,1.7
"2911","carroow01","Ownie Carroll",320,143,4.02,122,1.7,0.67
"2912","fifest01","Stephen Fife",129,49,3.42,104,1.7,1.24
"2913","megilty01","Tylor Megill",206,98,4.28,146,1.7,2.13
"2914","slegeaa01","Aaron Slegers",221,96,3.91,166,1.7,1.41
"2915","costejo01","John Costello",130,39,2.7,90,1.69,0.36
"2916","villabr01","Brandon Villafuerte",94,35,3.35,74,1.69,0
"2917","correed01","Ed Correa",290,136,4.22,254,1.69,3.06
"2918","santito01","Tony Santillan",117,42,3.23,99,1.68,1.08
"2919","suareal01","Albert Suárez",167,69,3.72,90,1.68,1.08
"2920","werlebi01","Bill Werle",558,262,4.23,316,1.68,6.15
"2921","heathje02","Jeff Heathcock",126,45,3.21,108,1.68,0.71
"2922","jimenjo02","Joe Jiménez",473,214,4.07,408,1.68,4.92
"2923","mendero01","Roman Mendez",76,25,2.96,68,1.68,0.59
"2924","riddlde01","Denny Riddleberger",145,53,3.29,111,1.68,0.04
"2925","gelnajo01","John Gelnar",222,98,3.97,135,1.67,2.14
"2926","barreja01","Jake Barrett",129,47,3.28,95,1.67,0.92
"2927","bradfch02","Chasen Bradford",135,51,3.4,77,1.67,-0.14
"2928","crockky01","Kyle Crockett",76,23,2.72,72,1.67,0.92
"2929","davispe01","Peaches Davis",474,194,3.68,184,1.66,3.09
"2930","tayloha03","Harry Taylor",363,164,4.07,200,1.66,0.93
"2931","wolfebr01","Brian Wolfe",92,27,2.64,72,1.66,1.04
"2932","altavda01","Dan Altavilla",147,55,3.37,152,1.66,1.22
"2933","beardmi01","Mike Beard",104,38,3.29,88,1.66,1
"2934","corcoro01","Roy Corcoran",149,53,3.2,124,1.66,1.52
"2935","quijajo01","José Quijada",187,78,3.75,181,1.66,1.28
"2936","yettri01","Rich Yett",422,221,4.71,234,1.66,0.91
"2937","toneyfr01","Fred Toney",907,410,4.07,405,1.66,3.8
"2938","underdu01","Duane Underwood Jr",314,132,3.78,228,1.65,2.99
"2939","ashcrgr01","Graham Ashcraft",143,62,3.9,64,1.65,1.78
"2940","hatchch02","Chris Hatcher",403,169,3.77,339,1.65,2.79
"2941","negraro01","Ron Negray",182,81,4.01,129,1.65,1.16
"2942","stashco01","Cody Stashak",170,68,3.6,148,1.65,2.43
"2943","holmasc01","Scott Holman",126,47,3.36,93,1.64,0.5
"2944","mcglike01","Kevin McGlinchy",101,31,2.76,90,1.64,0.88
"2945","smithch08","Chris Smith",210,89,3.81,154,1.64,0.63
"2946","webbty01","Tyler Webb",256,99,3.48,193,1.64,2.1
"2947","wiltsho01","Hooks Wiltse",476,276,5.22,178,1.64,1.35
"2948","zeppbi01","Bill Zepp",178,68,3.44,94,1.64,2.01
"2949","bickfph01","Phil Bickford",185,71,3.45,137,1.64,1.4
"2950","wallabo01","Bobby Wallace",117,49,3.77,51,1.64,1.19
"2951","juradar01","Ariel Jurado",263,121,4.14,131,1.63,2.62
"2952","martial02","Freddie Martinez",148,69,4.2,83,1.62,1.26
"2953","mathido01","Doug Mathis",114,42,3.32,108,1.62,1.19
"2954","papisfr01","Frank Papish",309,136,3.96,171,1.62,1.39
"2955","popza01","Zach Pop",158,59,3.36,89,1.62,1.6
"2956","ellisch01","Chris Ellis",73,24,2.96,57,1.62,0.81
"2957","lopezyo01","Yoan López",188,72,3.45,113,1.62,1.09
"2958","ramired01","Edwar Ramirez",133,54,3.65,151,1.62,1.2
"2959","rogerjo01","Josh Rogers",166,75,4.07,140,1.62,0.5
"2960","smithri01","Riley Smith",178,76,3.84,88,1.62,1.56
"2961","thiesja01","Jake Thies",139,61,3.95,88,1.62,1.54
"2962","valerju01","Julio Valera",276,127,4.14,178,1.62,2.8
"2963","vickeru01","Rube Vickers",309,190,5.53,135,1.62,1.95
"2964","seiboso01","Socks Seibold",348,166,4.29,134,1.61,-0.66
"2965","barlojo01","Joe Barlow",122,40,2.95,72,1.6,0.92
"2966","clevete01","Tex Clevenger",530,275,4.67,297,1.6,1.93
"2967","krausle02","Lew Krausse",1172,563,4.32,621,1.6,4.98
"2968","langeal01","Alex Lange",169,64,3.41,135,1.6,1.7
"2969","duboser01","Eric DuBose",201,92,4.12,120,1.6,1.46
"2970","socolmi01","Miguel Socolovich",95,29,2.75,102,1.6,1.09
"2971","krakajo01","Joe Krakauskas",483,244,4.55,401,1.59,3.38
"2972","boshebu01","Buddy Boshers",167,66,3.56,145,1.59,1.79
"2973","bradfla01","Larry Bradford",103,32,2.8,105,1.59,1.06
"2974","broacjo01","Johnny Broaca",595,280,4.24,366,1.59,3.75
"2975","carlesh01","Shane Carle",117,41,3.15,80,1.59,1.01
"2976","garcide01","Deivi García",159,70,3.96,116,1.59,2.55
"2977","gilmase01","Sean Gilmartin",111,39,3.16,95,1.59,1.24
"2978","horstje01","Jeremy Horst",104,33,2.86,120,1.59,1.28
"2979","nealza01","Zach Neal",124,52,3.77,71,1.59,0.95
"2980","overtco01","Connor Overton",92,33,3.23,72,1.59,1.3
"2981","wilsobr02","Bryse Wilson",383,183,4.3,214,1.59,2.42
"2982","arochre01","René Arocha",330,131,3.57,164,1.59,3.58
"2983","perrypa02","Pat Perry",234,88,3.38,133,1.59,-0.64
"2984","cainbo01","Bob Cain",632,324,4.61,320,1.58,2.6
"2985","jonesri01","Rick Jones",136,52,3.44,90,1.58,1.11
"2986","stalltr01","Tracy Stallard",734,354,4.34,427,1.58,0.23
"2987","funkhky01","Kyle Funkhouser",174,73,3.78,98,1.58,1.23
"2988","comstke01","Keith Comstock",170,67,3.55,164,1.57,1.86
"2989","kerfech01","Charlie Kerfeld",169,64,3.41,146,1.57,1.04
"2990","masonro01","Roger Mason",496,211,3.83,372,1.57,0.78
"2991","mielkga01","Gary Mielke",109,43,3.55,76,1.57,-0.11
"2992","clausbr01","Brandon Claussen",374,163,3.92,243,1.57,4.58
"2993","grabore01","Reggie Grabowski",85,30,3.18,72,1.57,-0.34
"2994","robinha01","Hank Robinson",289,126,3.92,109,1.57,0.29
"2995","banksjo01","Josh Banks",156,66,3.81,113,1.56,1.52
"2996","gilbety01","Tyler Gilbert",135,55,3.67,72,1.56,1.07
"2997","hartke01","Kevin Hart",163,66,3.64,125,1.56,1.71
"2998","yardler01","Eric Yardley",153,53,3.12,120,1.56,0.85
"2999","butlabi01","Bill Butland",161,69,3.86,133,1.55,0.93
"3000","brownan01","Andrew Brown",118,43,3.28,109,1.55,1.52
"3001","corteda01","David Cortes",110,39,3.19,85,1.55,0.87
"3002","cummica01","Candy Cummings",432,236,4.92,198,1.55,3.23
"3003","osorifr01","Franquelis Osoria",183,77,3.79,152,1.55,1.46
"3004","strahmi01","Mike Strahler",165,66,3.6,130,1.55,0.46
"3005","bahred01","Ed Bahr",142,51,3.23,54,1.54,0.25
"3006","brittji02","Jim Britton",197,85,3.88,139,1.54,1.83
"3007","infangr01","Gregory Infante",101,37,3.3,85,1.54,1.21
"3008","krausha01","Harry Krause",267,115,3.88,175,1.54,1.1
"3009","monteri01","Rich Monteleone",333,148,4,230,1.54,1.18
"3010","patteke01","Ken Patterson",289,121,3.77,200,1.54,-0.77
"3011","pruitau01","Austin Pruitt",311,136,3.94,175,1.54,2.61
"3012","tapiado01","Domingo Tapia",116,45,3.49,96,1.54,1.13
"3013","wantzan01","Andrew Wantz",135,51,3.4,104,1.54,0.88
"3014","asheral01","Alec Asher",142,55,3.49,94,1.53,1.62
"3015","cerdaja01","Jaime Cerda",161,65,3.63,149,1.53,1.04
"3016","jonesmi02","Mike Jones",185,81,3.94,103,1.53,1.11
"3017","mailsdu01","Duster Mails",338,172,4.58,253,1.53,2.76
"3018","selleje01","Jeff Sellers",347,178,4.62,254,1.53,3.44
"3019","cassebo01","Bobby Cassevah",95,31,2.94,83,1.52,0.94
"3020","leitema02","Mark Leiter Jr",269,121,4.05,197,1.52,1.45
"3021","lemonda01","Dave Lemonds",101,38,3.39,75,1.52,1.35
"3022","casiala01","Larry Casian",267,115,3.88,225,1.52,0.83
"3023","littldi01","Dick Littlefield",543,277,4.59,418,1.51,3.64
"3024","alberan01","Andrew Albers",214,87,3.66,158,1.51,1.88
"3025","liberad01","Adam Liberatore",121,46,3.42,98,1.51,1.61
"3026","riverbe01","Ben Rivera",309,142,4.14,207,1.51,1.9
"3027","schleda01","Daniel Schlereth",125,45,3.24,132,1.51,1.01
"3028","stettmi01","Mitch Stetter",103,35,3.06,101,1.51,1.05
"3029","brittch01","Chris Britton",88,28,2.86,71,1.5,1.12
"3030","clayke01","Ken Clay",383,179,4.21,218,1.5,2.14
"3031","gardnwe01","Wes Gardner",495,243,4.42,408,1.5,2.47
"3032","tinnibu01","Bud Tinning",358,132,3.32,175,1.5,1.13
"3033","primra01","Ray Prim",392,172,3.95,299,1.49,5.3
"3034","reyesca01","Carlos Reyes",455,226,4.47,241,1.49,-1.26
"3035","telfoan01","Anthony Telford",521,202,3.49,328,1.49,0.54
"3036","anderco01","Cody Anderson",214,85,3.57,115,1.49,2.3
"3037","corwial01","Al Corwin",230,106,4.15,138,1.49,-0.37
"3038","hancojo01","Josh Hancock",238,93,3.52,181,1.49,1.4
"3039","kershja01","Jason Kershner",103,39,3.41,76,1.49,0.89
"3040","koronjo01","John Koronka",191,86,4.05,130,1.49,2.03
"3041","marinro01","Ron Marinaccio",74,21,2.55,64,1.49,0.8
"3042","murfepe01","Penn Murfee",110,38,3.11,84,1.49,1.27
"3043","smeltde01","Devin Smeltzer",152,61,3.61,98,1.49,1.73
"3044","sttuemi01","Michael Stutes",99,35,3.18,82,1.49,1.07
"3045","brunoto01","Tom Bruno",81,27,3,72,1.48,0.9
"3046","butteto01","Tom Butters",112,43,3.46,119,1.48,0.86
"3047","coleta01","Taylor Cole",143,58,3.65,97,1.48,2.05
"3048","daleyma01","Matt Daley",101,35,3.12,96,1.48,1.44
"3049","edmonpa01","Paul Edmondson",88,37,3.78,36,1.48,1.09
"3050","murakma01","Masanori Murakami",91,37,3.66,100,1.48,1.04
"3051","nixonwi01","Willard Nixon",1248,573,4.13,739,1.48,18.53
"3052","kaisedo01","Don Kaiser",258,117,4.08,160,1.47,3.15
"3053","russead01","Adam Russell",117,42,3.23,122,1.47,1.33
"3054","tonkimi01","Michael Tonkin",218,88,3.63,214,1.47,1.71
"3055","guzmaan01","Angel Guzman",211,81,3.45,174,1.47,2.38
"3056","mamaual01","Al Mamaux",818,385,4.24,589,1.47,-3.3
"3057","bailesc01","Scott Bailes",550,274,4.48,264,1.46,2.48
"3058","winfoji01","Jim Winford",266,119,4.03,187,1.46,1.46
"3059","castery01","Ryan Castellani",176,75,3.84,85,1.45,0.67
"3060","shoreer01","Ernie Shore",325,139,3.85,122,1.45,2.68
"3061","adkinjo01","Jon Adkins",183,75,3.69,131,1.45,1.01
"3062","barneja01","Jacob Barnes",414,170,3.7,301,1.45,3.23
"3063","brownbr02","Brooks Brown",97,34,3.15,72,1.45,1.05
"3064","osichjo01","Josh Osich",358,155,3.9,262,1.45,1.14
"3065","st.clra01","Randy St  Claire",170,67,3.55,119,1.45,0.9
"3066","ynoaga01","Gabriel Ynoa",229,103,4.05,136,1.45,2.07
"3067","allarbr01","Brian Allard",108,45,3.75,88,1.44,1.44
"3068","buckega01","Garland Buckeye",257,101,3.54,110,1.44,1.22
"3069","cousija01","Jake Cousins",88,30,3.07,91,1.44,0.93
"3070","hinojda01","Dalier Hinojosa",55,14,2.29,63,1.44,0.62
"3071","monasca01","Carlos Monasterios",116,46,3.57,68,1.44,1.05
"3072","scheica01","Carl Scheib",372,181,4.38,146,1.44,0.48
"3073","pannoth01","Thomas Pannone",181,82,4.08,105,1.43,1.34
"3074","diazja01","Jairo Díaz",214,85,3.57,169,1.43,2.17
"3075","difelma01","Mark DiFelice",96,32,3,92,1.43,1.33
"3076","ishiika01","Kazuhisa Ishii",463,198,3.85,284,1.43,2.62
"3077","lambeji01","Jimmy Lambert",113,43,3.42,95,1.43,0.93
"3078","reaco01","Colin Rea",236,103,3.93,143,1.43,2.4
"3079","davisjo03","Joel Davis",182,79,3.91,94,1.42,2.25
"3080","jungmta01","Taylor Jungmann",191,81,3.82,134,1.42,2.22
"3081","sanched01","Eduardo Sanchez",66,20,2.73,75,1.42,0.56
"3082","cookro02","Ron Cook",108,47,3.92,84,1.42,1.06
"3083","faulbi01","Bill Faul",144,64,4,91,1.42,0.79
"3084","finkhe01","Herman Fink",264,140,4.77,133,1.42,-0.12
"3085","olivefr01","Francisco Oliveras",131,52,3.57,82,1.42,0.23
"3086","aceveju01","Juan Acevedo",552,224,3.65,256,1.41,0.11
"3087","cosgrmi01","Mike Cosgrove",263,118,4.04,172,1.41,1.01
"3088","fostest01","Steve Foster",95,30,2.84,99,1.41,0.94
"3089","capeljo01","Jose Capellan",161,65,3.63,148,1.41,1.37
"3090","kimbane01","Newt Kimball",117,46,3.54,78,1.41,0.28
"3091","belowdu01","Duane Below",117,43,3.31,81,1.4,1.25
"3092","coxca01","Casey Cox",354,159,4.04,151,1.4,0.76
"3093","mcquemi01","Mike McQueen",213,97,4.1,143,1.4,0.33
"3094","oviedjo01","Johan Oviedo",284,120,3.8,156,1.4,2.34
"3095","ramirel01","Elizardo Ramirez",203,88,3.9,181,1.4,2.11
"3096","rosalle01","Leo Rosales",118,45,3.43,102,1.4,1.27
"3097","thompja03","Jake Thompson",177,76,3.86,109,1.4,0.98
"3098","trabebi01","Billy Traber",268,132,4.43,190,1.4,2.63
"3099","nelsoji01","Jim Nelson",104,37,3.2,77,1.39,0.45
"3100","wynnebi02","Billy Wynne",182,90,4.45,106,1.39,1.05
"3101","cumptbr01","Brandon Cumpton",145,58,3.6,90,1.39,2.24
"3102","jamesjo02","Josh James",198,85,3.86,202,1.39,1.8
"3103","keppebo01","Bobby Keppel",120,49,3.67,86,1.39,1.14
"3104","laddpe01","Pete Ladd",279,122,3.94,245,1.39,1.2
"3105","meltoru01","Rube Melton",592,312,4.74,393,1.39,1.93
"3106","whitele01","Len Whitehouse",105,42,3.6,87,1.39,0.2
"3107","weavemo01","Monte Weaver",541,280,4.66,258,1.39,3.48
"3108","carrosc02","Scott Carroll",212,90,3.82,112,1.38,1.83
"3109","elyjo01","John Ely",143,62,3.9,110,1.38,1.6
"3110","buenofr01","Francisley Bueno",88,31,3.17,88,1.38,0.99
"3111","gieseda01","Dan Giese",101,38,3.39,92,1.38,1
"3112","ostrojo02","Joe Ostrowski",396,188,4.27,161,1.38,4.82
"3113","searsjp01","JP Sears",111,45,3.65,55,1.38,1.11
"3114","villoro01","Ron Villone",1283,577,4.05,863,1.38,6.07
"3115","spoonti01","Tim Spooneybarger",126,46,3.29,78,1.37,0.39
"3116","garcibr01","Bryan Garcia",172,72,3.77,98,1.37,0.75
